date,store_id,item_id,qty_sold,unit_cost,promo_flag,stockout_flag,lead_time,ordering_cost,holding_rate,day_of_week,month,week_of_year,is_weekend,quarter,year
2023-11-10,S02,ITEM_D,95.0,200.0,0,0,7.0,500.0,0.2,4,11,45,0,4,2023
2023-11-11,S02,ITEM_D,127.0,200.0,0,0,7.0,500.0,0.2,5,11,45,1,4,2023
2023-11-12,S02,ITEM_D,126.0,200.0,0,0,7.0,500.0,0.2,6,11,45,1,4,2023
2023-11-13,S02,ITEM_D,108.0,200.0,0,0,7.0,500.0,0.2,0,11,46,0,4,2023
2023-11-14,S02,ITEM_D,96.0,200.0,0,0,7.0,500.0,0.2,1,11,46,0,4,2023
2023-11-15,S02,ITEM_D,103.0,200.0,0,0,7.0,500.0,0.2,2,11,46,0,4,2023
2023-11-16,S02,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,3,11,46,0,4,2023
2023-11-17,S02,ITEM_D,113.0,200.0,0,0,7.0,500.0,0.2,4,11,46,0,4,2023
2023-11-18,S02,ITEM_D,116.0,200.0,0,0,7.0,500.0,0.2,5,11,46,1,4,2023
2023-11-19,S02,ITEM_D,135.0,200.0,0,0,7.0,500.0,0.2,6,11,46,1,4,2023
2023-11-20,S02,ITEM_D,106.0,200.0,0,0,7.0,500.0,0.2,0,11,47,0,4,2023
2023-11-21,S02,ITEM_D,112.0,200.0,0,0,7.0,500.0,0.2,1,11,47,0,4,2023
2023-11-22,S02,ITEM_D,117.0,200.0,0,0,7.0,500.0,0.2,2,11,47,0,4,2023
2023-11-23,S02,ITEM_D,101.0,200.0,0,0,7.0,500.0,0.2,3,11,47,0,4,2023
2023-11-24,S02,ITEM_D,116.0,200.0,0,0,7.0,500.0,0.2,4,11,47,0,4,2023
2023-11-25,S02,ITEM_D,140.0,200.0,0,0,7.0,500.0,0.2,5,11,47,1,4,2023
2023-11-26,S02,ITEM_D,127.0,200.0,0,0,7.0,500.0,0.2,6,11,47,1,4,2023
2023-11-27,S02,ITEM_D,110.0,200.0,0,0,7.0,500.0,0.2,0,11,48,0,4,2023
2023-11-28,S02,ITEM_D,121.0,200.0,0,0,7.0,500.0,0.2,1,11,48,0,4,2023
2023-11-29,S02,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,2,11,48,0,4,2023
2023-11-30,S02,ITEM_D,103.0,200.0,0,0,7.0,500.0,0.2,3,11,48,0,4,2023
2023-12-01,S02,ITEM_D,99.0,200.0,0,0,7.0,500.0,0.2,4,12,48,0,4,2023
2023-12-02,S02,ITEM_D,132.0,200.0,0,0,7.0,500.0,0.2,5,12,48,1,4,2023
2023-12-03,S02,ITEM_D,136.0,200.0,0,0,7.0,500.0,0.2,6,12,48,1,4,2023
2023-12-04,S02,ITEM_D,105.0,200.0,0,0,7.0,500.0,0.2,0,12,49,0,4,2023
2023-12-05,S02,ITEM_D,101.0,200.0,0,0,7.0,500.0,0.2,1,12,49,0,4,2023
2023-12-06,S02,ITEM_D,85.0,200.0,0,0,7.0,500.0,0.2,2,12,49,0,4,2023
2023-12-07,S02,ITEM_D,94.0,200.0,0,0,7.0,500.0,0.2,3,12,49,0,4,2023
2023-12-08,S02,ITEM_D,108.0,200.0,0,0,7.0,500.0,0.2,4,12,49,0,4,2023
2023-12-09,S02,ITEM_D,134.0,200.0,0,0,7.0,500.0,0.2,5,12,49,1,4,2023
2023-12-10,S02,ITEM_D,158.0,200.0,0,0,7.0,500.0,0.2,6,12,49,1,4,2023
2023-12-11,S02,ITEM_D,104.0,200.0,0,0,7.0,500.0,0.2,0,12,50,0,4,2023
2023-12-12,S02,ITEM_D,83.0,200.0,0,0,7.0,500.0,0.2,1,12,50,0,4,2023
2023-12-13,S02,ITEM_D,111.0,200.0,0,0,7.0,500.0,0.2,2,12,50,0,4,2023
2023-12-14,S02,ITEM_D,80.0,200.0,0,0,7.0,500.0,0.2,3,12,50,0,4,2023
2023-12-15,S02,ITEM_D,103.0,200.0,0,0,7.0,500.0,0.2,4,12,50,0,4,2023
2023-12-16,S02,ITEM_D,133.0,200.0,0,0,7.0,500.0,0.2,5,12,50,1,4,2023
2023-12-17,S02,ITEM_D,143.0,200.0,0,0,7.0,500.0,0.2,6,12,50,1,4,2023
2023-12-18,S02,ITEM_D,102.0,200.0,0,0,7.0,500.0,0.2,0,12,51,0,4,2023
2023-12-19,S02,ITEM_D,134.0,200.0,0,0,7.0,500.0,0.2,1,12,51,0,4,2023
2023-12-20,S02,ITEM_D,160.0,200.0,1,0,7.0,500.0,0.2,2,12,51,0,4,2023
2023-12-21,S02,ITEM_D,108.0,200.0,0,0,7.0,500.0,0.2,3,12,51,0,4,2023
2023-12-22,S02,ITEM_D,101.0,200.0,0,0,7.0,500.0,0.2,4,12,51,0,4,2023
2023-12-23,S02,ITEM_D,129.0,200.0,0,0,7.0,500.0,0.2,5,12,51,1,4,2023
2023-12-24,S02,ITEM_D,141.0,200.0,0,0,7.0,500.0,0.2,6,12,51,1,4,2023
2023-12-25,S02,ITEM_D,79.0,200.0,0,0,7.0,500.0,0.2,0,12,52,0,4,2023
2023-12-26,S02,ITEM_D,104.0,200.0,0,0,7.0,500.0,0.2,1,12,52,0,4,2023
2023-12-27,S02,ITEM_D,119.0,200.0,0,0,7.0,500.0,0.2,2,12,52,0,4,2023
2023-12-28,S02,ITEM_D,110.0,200.0,0,0,7.0,500.0,0.2,3,12,52,0,4,2023
2023-12-29,S02,ITEM_D,97.0,200.0,0,0,7.0,500.0,0.2,4,12,52,0,4,2023
2023-12-30,S02,ITEM_D,182.0,200.0,1,0,7.0,500.0,0.2,5,12,52,1,4,2023
2023-12-31,S02,ITEM_D,149.0,200.0,0,0,7.0,500.0,0.2,6,12,52,1,4,2023
2022-01-01,S02,ITEM_E,77.0,35.0,0,0,7.0,500.0,0.2,5,1,52,1,1,2022
2022-01-02,S02,ITEM_E,79.0,35.0,0,0,7.0,500.0,0.2,6,1,52,1,1,2022
2022-01-03,S02,ITEM_E,91.0,35.0,1,0,7.0,500.0,0.2,0,1,1,0,1,2022
2022-01-04,S02,ITEM_E,47.0,35.0,0,0,7.0,500.0,0.2,1,1,1,0,1,2022
2022-01-05,S02,ITEM_E,59.0,35.0,0,0,7.0,500.0,0.2,2,1,1,0,1,2022
2022-01-06,S02,ITEM_E,63.0,35.0,0,0,7.0,500.0,0.2,3,1,1,0,1,2022
2022-01-07,S02,ITEM_E,69.0,35.0,0,0,7.0,500.0,0.2,4,1,1,0,1,2022
2022-01-08,S02,ITEM_E,78.0,35.0,0,0,7.0,500.0,0.2,5,1,1,1,1,2022
2022-01-09,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,6,1,1,1,1,2022
2022-01-10,S02,ITEM_E,55.0,35.0,0,0,7.0,500.0,0.2,0,1,2,0,1,2022
2022-01-11,S02,ITEM_E,54.0,35.0,0,0,7.0,500.0,0.2,1,1,2,0,1,2022
2022-01-12,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,2,1,2,0,1,2022
2022-01-13,S02,ITEM_E,71.0,35.0,0,0,7.0,500.0,0.2,3,1,2,0,1,2022
2022-01-14,S02,ITEM_E,59.0,35.0,0,0,7.0,500.0,0.2,4,1,2,0,1,2022
2022-01-15,S02,ITEM_E,82.0,35.0,0,0,7.0,500.0,0.2,5,1,2,1,1,2022
2022-01-16,S02,ITEM_E,79.0,35.0,0,0,7.0,500.0,0.2,6,1,2,1,1,2022
2022-01-17,S02,ITEM_E,50.0,35.0,0,0,7.0,500.0,0.2,0,1,3,0,1,2022
2022-01-18,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,1,1,3,0,1,2022
2022-01-19,S02,ITEM_E,57.0,35.0,0,0,7.0,500.0,0.2,2,1,3,0,1,2022
2022-01-20,S02,ITEM_E,63.0,35.0,0,0,7.0,500.0,0.2,3,1,3,0,1,2022
2022-01-21,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,4,1,3,0,1,2022
2022-01-22,S02,ITEM_E,83.0,35.0,0,0,7.0,500.0,0.2,5,1,3,1,1,2022
2022-01-23,S02,ITEM_E,84.0,35.0,0,0,7.0,500.0,0.2,6,1,3,1,1,2022
2022-01-24,S02,ITEM_E,48.0,35.0,0,0,7.0,500.0,0.2,0,1,4,0,1,2022
2022-01-25,S02,ITEM_E,58.0,35.0,0,0,7.0,500.0,0.2,1,1,4,0,1,2022
2022-01-26,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,2,1,4,0,1,2022
2022-01-27,S02,ITEM_E,71.0,35.0,0,0,7.0,500.0,0.2,3,1,4,0,1,2022
2022-01-28,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,4,1,4,0,1,2022
2022-01-29,S02,ITEM_E,77.0,35.0,0,0,7.0,500.0,0.2,5,1,4,1,1,2022
2022-01-30,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,6,1,4,1,1,2022
2022-01-31,S02,ITEM_E,70.0,35.0,0,0,7.0,500.0,0.2,0,1,5,0,1,2022
2022-02-01,S02,ITEM_E,42.0,35.0,0,0,7.0,500.0,0.2,1,2,5,0,1,2022
2022-02-02,S02,ITEM_E,46.0,35.0,0,0,7.0,500.0,0.2,2,2,5,0,1,2022
2022-02-03,S02,ITEM_E,54.0,35.0,0,0,7.0,500.0,0.2,3,2,5,0,1,2022
2022-02-04,S02,ITEM_E,72.0,35.0,0,0,7.0,500.0,0.2,4,2,5,0,1,2022
2022-02-05,S02,ITEM_E,72.0,35.0,0,0,7.0,500.0,0.2,5,2,5,1,1,2022
2022-02-06,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,6,2,5,1,1,2022
2022-02-07,S02,ITEM_E,86.0,35.0,1,0,7.0,500.0,0.2,0,2,6,0,1,2022
2022-02-08,S02,ITEM_E,52.0,35.0,0,0,7.0,500.0,0.2,1,2,6,0,1,2022
2022-02-09,S02,ITEM_E,46.0,35.0,0,0,7.0,500.0,0.2,2,2,6,0,1,2022
2022-02-10,S02,ITEM_E,66.0,35.0,0,0,7.0,500.0,0.2,3,2,6,0,1,2022
2022-02-11,S02,ITEM_E,73.0,35.0,0,0,7.0,500.0,0.2,4,2,6,0,1,2022
2022-02-12,S02,ITEM_E,91.0,35.0,0,0,7.0,500.0,0.2,5,2,6,1,1,2022
2022-02-13,S02,ITEM_E,83.0,35.0,0,0,7.0,500.0,0.2,6,2,6,1,1,2022
2022-02-14,S02,ITEM_E,72.0,35.0,0,0,7.0,500.0,0.2,0,2,7,0,1,2022
2022-02-15,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,1,2,7,0,1,2022
2022-02-16,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,2,2,7,0,1,2022
2022-02-17,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,3,2,7,0,1,2022
2022-02-18,S02,ITEM_E,57.0,35.0,0,0,7.0,500.0,0.2,4,2,7,0,1,2022
2022-02-19,S02,ITEM_E,85.0,35.0,0,0,7.0,500.0,0.2,5,2,7,1,1,2022
2022-02-20,S02,ITEM_E,77.0,35.0,0,0,7.0,500.0,0.2,6,2,7,1,1,2022
2022-02-21,S02,ITEM_E,78.0,35.0,0,0,7.0,500.0,0.2,0,2,8,0,1,2022
2022-02-22,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,1,2,8,0,1,2022
2022-02-23,S02,ITEM_E,59.0,35.0,0,0,7.0,500.0,0.2,2,2,8,0,1,2022
2022-02-24,S02,ITEM_E,47.0,35.0,0,0,7.0,500.0,0.2,3,2,8,0,1,2022
2022-02-25,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,4,2,8,0,1,2022
2022-02-26,S02,ITEM_E,93.0,35.0,0,0,7.0,500.0,0.2,5,2,8,1,1,2022
2022-02-27,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,6,2,8,1,1,2022
2022-02-28,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,0,2,9,0,1,2022
2022-03-01,S02,ITEM_E,79.0,35.0,1,0,7.0,500.0,0.2,1,3,9,0,1,2022
2022-03-02,S02,ITEM_E,90.0,35.0,1,0,7.0,500.0,0.2,2,3,9,0,1,2022
2022-03-03,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,3,3,9,0,1,2022
2022-03-04,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,4,3,9,0,1,2022
2022-03-05,S02,ITEM_E,97.0,35.0,0,0,7.0,500.0,0.2,5,3,9,1,1,2022
2022-03-06,S02,ITEM_E,65.0,35.0,0,0,7.0,500.0,0.2,6,3,9,1,1,2022
2022-03-07,S02,ITEM_E,49.0,35.0,0,0,7.0,500.0,0.2,0,3,10,0,1,2022
2022-03-08,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,1,3,10,0,1,2022
2022-03-09,S02,ITEM_E,70.0,35.0,0,0,7.0,500.0,0.2,2,3,10,0,1,2022
2022-03-10,S02,ITEM_E,65.0,35.0,0,0,7.0,500.0,0.2,3,3,10,0,1,2022
2022-03-11,S02,ITEM_E,53.0,35.0,0,0,7.0,500.0,0.2,4,3,10,0,1,2022
2022-03-12,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,5,3,10,1,1,2022
2022-03-13,S02,ITEM_E,122.0,35.0,1,0,7.0,500.0,0.2,6,3,10,1,1,2022
2022-03-14,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,0,3,11,0,1,2022
2022-03-15,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,1,3,11,0,1,2022
2022-03-16,S02,ITEM_E,52.0,35.0,0,0,7.0,500.0,0.2,2,3,11,0,1,2022
2022-03-17,S02,ITEM_E,69.0,35.0,1,0,7.0,500.0,0.2,3,3,11,0,1,2022
2022-03-18,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,4,3,11,0,1,2022
2022-03-19,S02,ITEM_E,72.0,35.0,0,0,7.0,500.0,0.2,5,3,11,1,1,2022
2022-03-20,S02,ITEM_E,78.0,35.0,0,0,7.0,500.0,0.2,6,3,11,1,1,2022
2022-03-21,S02,ITEM_E,57.0,35.0,0,0,7.0,500.0,0.2,0,3,12,0,1,2022
2022-03-22,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,1,3,12,0,1,2022
2022-03-23,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,2,3,12,0,1,2022
2022-03-24,S02,ITEM_E,119.0,35.0,1,0,7.0,500.0,0.2,3,3,12,0,1,2022
2022-03-25,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,4,3,12,0,1,2022
2022-03-26,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,5,3,12,1,1,2022
2022-03-27,S02,ITEM_E,83.0,35.0,0,0,7.0,500.0,0.2,6,3,12,1,1,2022
2022-03-28,S02,ITEM_E,69.0,35.0,0,0,7.0,500.0,0.2,0,3,13,0,1,2022
2022-03-29,S02,ITEM_E,66.0,35.0,0,0,7.0,500.0,0.2,1,3,13,0,1,2022
2022-03-30,S02,ITEM_E,54.0,35.0,0,0,7.0,500.0,0.2,2,3,13,0,1,2022
2022-03-31,S02,ITEM_E,56.0,35.0,0,0,7.0,500.0,0.2,3,3,13,0,1,2022
2022-04-01,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,4,4,13,0,2,2022
2022-04-02,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,5,4,13,1,2,2022
2022-04-03,S02,ITEM_E,75.0,35.0,0,0,7.0,500.0,0.2,6,4,13,1,2,2022
2022-04-04,S02,ITEM_E,65.0,35.0,0,0,7.0,500.0,0.2,0,4,14,0,2,2022
2022-04-05,S02,ITEM_E,56.0,35.0,0,0,7.0,500.0,0.2,1,4,14,0,2,2022
2022-04-06,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,2,4,14,0,2,2022
2022-04-07,S02,ITEM_E,73.0,35.0,0,0,7.0,500.0,0.2,3,4,14,0,2,2022
2022-04-08,S02,ITEM_E,65.0,35.0,0,0,7.0,500.0,0.2,4,4,14,0,2,2022
2022-04-09,S02,ITEM_E,85.0,35.0,0,0,7.0,500.0,0.2,5,4,14,1,2,2022
2022-04-10,S02,ITEM_E,112.0,35.0,1,0,7.0,500.0,0.2,6,4,14,1,2,2022
2022-04-11,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,0,4,15,0,2,2022
2022-04-12,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,1,4,15,0,2,2022
2022-04-13,S02,ITEM_E,63.0,35.0,0,0,7.0,500.0,0.2,2,4,15,0,2,2022
2022-04-14,S02,ITEM_E,59.0,35.0,0,0,7.0,500.0,0.2,3,4,15,0,2,2022
2022-04-15,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,4,4,15,0,2,2022
2022-04-16,S02,ITEM_E,92.0,35.0,0,0,7.0,500.0,0.2,5,4,15,1,2,2022
2022-04-17,S02,ITEM_E,93.0,35.0,0,0,7.0,500.0,0.2,6,4,15,1,2,2022
2022-04-18,S02,ITEM_E,96.0,35.0,1,0,7.0,500.0,0.2,0,4,16,0,2,2022
2022-04-19,S02,ITEM_E,65.0,35.0,0,0,7.0,500.0,0.2,1,4,16,0,2,2022
2022-04-20,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,2,4,16,0,2,2022
2022-04-21,S02,ITEM_E,53.0,35.0,0,0,7.0,500.0,0.2,3,4,16,0,2,2022
2022-04-22,S02,ITEM_E,73.0,35.0,0,0,7.0,500.0,0.2,4,4,16,0,2,2022
2022-04-23,S02,ITEM_E,100.0,35.0,0,0,7.0,500.0,0.2,5,4,16,1,2,2022
2022-04-24,S02,ITEM_E,93.0,35.0,0,0,7.0,500.0,0.2,6,4,16,1,2,2022
2022-04-25,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,0,4,17,0,2,2022
2022-04-26,S02,ITEM_E,55.0,35.0,0,0,7.0,500.0,0.2,1,4,17,0,2,2022
2022-04-27,S02,ITEM_E,52.0,35.0,0,0,7.0,500.0,0.2,2,4,17,0,2,2022
2022-04-28,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,3,4,17,0,2,2022
2022-04-29,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,4,4,17,0,2,2022
2022-04-30,S02,ITEM_E,80.0,35.0,0,0,7.0,500.0,0.2,5,4,17,1,2,2022
2022-05-01,S02,ITEM_E,87.0,35.0,0,0,7.0,500.0,0.2,6,5,17,1,2,2022
2022-05-02,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,0,5,18,0,2,2022
2022-05-03,S02,ITEM_E,83.0,35.0,0,0,7.0,500.0,0.2,1,5,18,0,2,2022
2022-05-04,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,2,5,18,0,2,2022
2022-05-05,S02,ITEM_E,76.0,35.0,1,0,7.0,500.0,0.2,3,5,18,0,2,2022
2022-05-06,S02,ITEM_E,71.0,35.0,0,0,7.0,500.0,0.2,4,5,18,0,2,2022
2022-05-07,S02,ITEM_E,77.0,35.0,0,0,7.0,500.0,0.2,5,5,18,1,2,2022
2022-05-08,S02,ITEM_E,84.0,35.0,0,0,7.0,500.0,0.2,6,5,18,1,2,2022
2022-05-09,S02,ITEM_E,51.0,35.0,0,0,7.0,500.0,0.2,0,5,19,0,2,2022
2022-05-10,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,1,5,19,0,2,2022
2022-05-11,S02,ITEM_E,59.0,35.0,0,0,7.0,500.0,0.2,2,5,19,0,2,2022
2022-05-12,S02,ITEM_E,52.0,35.0,0,0,7.0,500.0,0.2,3,5,19,0,2,2022
2022-05-13,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,4,5,19,0,2,2022
2022-05-14,S02,ITEM_E,80.0,35.0,0,0,7.0,500.0,0.2,5,5,19,1,2,2022
2022-05-15,S02,ITEM_E,80.0,35.0,0,0,7.0,500.0,0.2,6,5,19,1,2,2022
2022-05-16,S02,ITEM_E,79.0,35.0,0,0,7.0,500.0,0.2,0,5,20,0,2,2022
2022-05-17,S02,ITEM_E,84.0,35.0,1,0,7.0,500.0,0.2,1,5,20,0,2,2022
2022-05-18,S02,ITEM_E,66.0,35.0,0,0,7.0,500.0,0.2,2,5,20,0,2,2022
2022-05-19,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,3,5,20,0,2,2022
2022-05-20,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,4,5,20,0,2,2022
2022-05-21,S02,ITEM_E,90.0,35.0,0,0,7.0,500.0,0.2,5,5,20,1,2,2022
2022-05-22,S02,ITEM_E,90.0,35.0,0,0,7.0,500.0,0.2,6,5,20,1,2,2022
2022-05-23,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,0,5,21,0,2,2022
2022-05-24,S02,ITEM_E,76.0,35.0,0,0,7.0,500.0,0.2,1,5,21,0,2,2022
2022-05-25,S02,ITEM_E,62.0,35.0,0,0,7.0,500.0,0.2,2,5,21,0,2,2022
2022-05-26,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,3,5,21,0,2,2022
2022-05-27,S02,ITEM_E,53.0,35.0,0,0,7.0,500.0,0.2,4,5,21,0,2,2022
2022-05-28,S02,ITEM_E,91.0,35.0,0,0,7.0,500.0,0.2,5,5,21,1,2,2022
2022-05-29,S02,ITEM_E,81.0,35.0,0,0,7.0,500.0,0.2,6,5,21,1,2,2022
2022-05-30,S02,ITEM_E,56.0,35.0,0,0,7.0,500.0,0.2,0,5,22,0,2,2022
2022-05-31,S02,ITEM_E,52.0,35.0,0,0,7.0,500.0,0.2,1,5,22,0,2,2022
2022-06-01,S02,ITEM_E,52.0,35.0,0,0,7.0,500.0,0.2,2,6,22,0,2,2022
2022-06-02,S02,ITEM_E,56.0,35.0,0,0,7.0,500.0,0.2,3,6,22,0,2,2022
2022-06-03,S02,ITEM_E,55.0,35.0,0,0,7.0,500.0,0.2,4,6,22,0,2,2022
2022-06-04,S02,ITEM_E,88.0,35.0,0,0,7.0,500.0,0.2,5,6,22,1,2,2022
2022-06-05,S02,ITEM_E,90.0,35.0,0,0,7.0,500.0,0.2,6,6,22,1,2,2022
2022-06-06,S02,ITEM_E,93.0,35.0,1,0,7.0,500.0,0.2,0,6,23,0,2,2022
2022-06-07,S02,ITEM_E,94.0,35.0,1,0,7.0,500.0,0.2,1,6,23,0,2,2022
2022-06-08,S02,ITEM_E,55.0,35.0,0,0,7.0,500.0,0.2,2,6,23,0,2,2022
2022-06-09,S02,ITEM_E,60.0,35.0,0,0,7.0,500.0,0.2,3,6,23,0,2,2022
2022-06-10,S02,ITEM_E,57.0,35.0,0,0,7.0,500.0,0.2,4,6,23,0,2,2022
2022-06-11,S02,ITEM_E,76.0,35.0,0,0,7.0,500.0,0.2,5,6,23,1,2,2022
2022-06-12,S02,ITEM_E,82.0,35.0,0,0,7.0,500.0,0.2,6,6,23,1,2,2022
2022-06-13,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,0,6,24,0,2,2022
2022-06-14,S02,ITEM_E,75.0,35.0,0,0,7.0,500.0,0.2,1,6,24,0,2,2022
2022-06-15,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,2,6,24,0,2,2022
2022-06-16,S02,ITEM_E,47.0,35.0,0,0,7.0,500.0,0.2,3,6,24,0,2,2022
2022-06-17,S02,ITEM_E,72.0,35.0,0,0,7.0,500.0,0.2,4,6,24,0,2,2022
2022-06-18,S02,ITEM_E,80.0,35.0,0,0,7.0,500.0,0.2,5,6,24,1,2,2022
2022-06-19,S02,ITEM_E,87.0,35.0,0,0,7.0,500.0,0.2,6,6,24,1,2,2022
2022-06-20,S02,ITEM_E,66.0,35.0,0,0,7.0,500.0,0.2,0,6,25,0,2,2022
2022-06-21,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,1,6,25,0,2,2022
2022-06-22,S02,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,2,6,25,0,2,2022
2022-06-23,S02,ITEM_E,48.0,35.0,0,0,7.0,500.0,0.2,3,6,25,0,2,2022
2022-06-24,S02,ITEM_E,70.0,35.0,0,0,7.0,500.0,0.2,4,6,25,0,2,2022
2022-06-25,S02,ITEM_E,84.0,35.0,0,0,7.0,500.0,0.2,5,6,25,1,2,2022
2022-06-26,S02,ITEM_E,77.0,35.0,0,0,7.0,500.0,0.2,6,6,25,1,2,2022
2022-06-27,S02,ITEM_E,68.0,35.0,0,0,7.0,500.0,0.2,0,6,26,0,2,2022
2022-06-28,S02,ITEM_E,51.0,35.0,0,0,7.0,500.0,0.2,1,6,26,0,2,2022
2022-06-29,S02,ITEM_E,47.0,35.0,0,0,7.0,500.0,0.2,2,6,26,0,2,2022
2022-06-30,S02,ITEM_E,50.0,35.0,0,0,7.0,500.0,0.2,3,6,26,0,2,2022
2022-07-01,S02,ITEM_E,64.0,35.0,0,0,7.0,500.0,0.2,4,7,26,0,3,2022
2022-07-02,S02,ITEM_E,97.0,35.0,0,0,7.0,500.0,0.2,5,7,26,1,3,2022
2022-07-03,S02,ITEM_E,83.0,35.0,0,0,7.0,500.0,0.2,6,7,26,1,3,2022
2022-07-04,S02,ITEM_E,58.0,35.0,0,0,7.0,500.0,0.2,0,7,27,0,3,2022
2022-07-05,S02,ITEM_E,79.0,35.0,0,0,7.0,500.0,0.2,1,7,27,0,3,2022
2022-07-06,S02,ITEM_E,57.0,35.0,0,0,7.0,500.0,0.2,2,7,27,0,3,2022
2022-07-07,S02,ITEM_E,46.0,35.0,0,0,7.0,500.0,0.2,3,7,27,0,3,2022
2022-07-08,S02,ITEM_E,89.0,35.0,1,0,7.0,500.0,0.2,4,7,27,0,3,2022
2022-07-09,S02,ITEM_E,67.0,35.0,0,0,7.0,500.0,0.2,5,7,27,1,3,2022
2022-07-10,S02,ITEM_E,104.0,35.0,1,0,7.0,500.0,0.2,6,7,27,1,3,2022
2022-07-11,S02,ITEM_E,70.0,35.0,0,0,7.0,500.0,0.2,0,7,28,0,3,2022
2022-07-12,S02,ITEM_E,91.0,35.0,1,0,7.0,500.0,0.2,1,7,28,0,3,2022
2022-07-13,S02,ITEM_E,94.0,35.0,1,0,7.0,500.0,0.2,2,7,28,0,3,2022
2022-07-14,S02,ITEM_E,55.0,35.0,0,0,7.0,500.0,0.2,3,7,28,0,3,2022
2022-07-15,S02,ITEM_E,61.0,35.0,0,0,7.0,500.0,0.2,4,7,28,0,3,2022
2022-07-16,S02,ITEM_E,85.0,35.0,0,0,7.0,500.0,0.2,5,7,28,1,3,2022
2022-07-17,S02,ITEM_E,77.0,35.0,0,0,7.0,500.0,0.2,6,7,28,1,3,2022
2022-07-18,S02,ITEM_E,58.0,35.0,0,0,7.0,500.0,0.2,0,7,29,0,3,2022
2022-07-19,S02,ITEM_E,55.0,35.0,0,0,7.0,500.0,0.2,1,7,29,0,3,2022
2022-07-20,S02,ITEM_E,51.0,35.0,0,0,7.0,500.0,0.2,2,7,29,0,3,2022
2022-07-21,S02,ITEM_E,54.0,35.0,0,0,7.0,500.0,0.2,3,7,29,0,3,2022
2022-07-22,S02,ITEM_E,69.0,35.0,0,0,7.0,500.0,0.2,4,7,29,0,3,2022
2022-07-23,S02,ITEM_E,106.0,35.0,1,0,7.0,500.0,0.2,5,7,29,1,3,2022
2022-07-24,S02,ITEM_E,72.0,35.0,0,0,7.0,500.0,0.2,6,7,29,1,3,2022
